video_id,video_url,domain,subdomain,type,question,option_a,option_b,option_c,option_d,correct_answer
science_v35,https://www.youtube.com/shorts/LYytSXnSCOI,Science,Physics,Explanation,"For the demo of the third equation, why does the pointer stays for a second in the middle between deflection to the right and to the left?",Because the magnet has not been inserted into the coil.,Because the pointer needs to be reset to measure again.,Because the magnet is moving outwards.,Because the magnet is inserted but not moving in the coil.,d
science_v36,https://www.youtube.com/shorts/DJRHg0mAIUA,Science,Math,Explanation,Can you get the answer to the question in the video faster instead of using Reduced row-echelon form?,"No, because Reduced row-echelon form is required to verify if C is in the span of A and B.","Yes, because there are redundant steps in the video when computing the Reduced row-echelon form.","Yes, because A and B form a basis of R^2 as they are not scalar multiples of each other.","Yes, because the vectors have finite dimensions.",c
science_v36,https://www.youtube.com/shorts/DJRHg0mAIUA,Science,Math,Counterfactual Thinking,Assuming A and B are not scalar multiples of each other but have three dimensions. Is C (also three dimensions) still in the span of A and B?,"Yes, because A and B are independent and form a basis for R^3.","Yes, because it can be proved from two dimension space using inductive hypothesis.","Unsure, because A and B only spans a 2D plane in the three-dimension space.","No, because C is always in the space of three vectors.",c
science_v37,https://www.youtube.com/shorts/Ei8jgneNdCg,Science,Math,Explanation,Is the answer in the video correct?,"No, because the limit does not exist.","No, because the limit exists but should be non-zero","Yes, because the student has verified two paths leading to the same result","Yes, because the limit should be zero.",a
science_v38,https://www.youtube.com/shorts/9LW0SZoyBnQ,Science,Math,Explanation,Why could the method work?,It is magic.,"It is a special case for the result of 4, 1, and 6.","The equations are calculating 100*x+10*y+z, placing three numbers into three different positions.",The equations are calculating the remainders for each digit over 6.,c
science_v39,https://www.youtube.com/shorts/gYCaBnphglI,Science,Chemistry,Explanation,What could be the three gases in order?,"Carbon dioxide, oxygen, nitrogen.","Carbon dioxide, oxygen, hydrogen.","Carbo dioxide, oxygen, oxygen","Carbon monoxide, oxygen , hydrogen.",b
science_v40,https://www.youtube.com/shorts/_RJQeK0BmKE,Science,Chemistry,Explanation,What happens in the third liquid to make it a 'milk'?,Barium chloride dissolves in water and naturally show white color.,Barium chloride reacts with the basic which contains sodium carbonate and generates barium carbonate.,Barium chloride reacts with the basic which contains sodium bicarbonate and generates milk.,Barium chloride is a pH indicator that shows white when the basic is alkaline.,b
science_v42,https://www.youtube.com/shorts/WV4eK53JvKA,Science,Chemistry,Explanation,What does the person imply about the ping pong ball when he mentions fume Hood?,The ping pong ball has a perfect volume to store enough powder.,The reaction is too intense so he isolates the powder in a ping pong ball for safety,The ping pong ball serves as fuels that facilitate causing the fire when the reaction happens.,There is no connection between the ping pong ball and the fume Hood.,b
science_v42,https://www.youtube.com/shorts/WV4eK53JvKA,Science,Chemistry,Domain Expertise,Why does the mixture being able to cause fire even under damp weather?,The mixture reacts with water in the air to cause fire.,The mixture releases too much heat that can still cause fire in damp air.,The mixture reaction causes a lot of white water vapor as it shows in the video.,The mixture leads to displacement reaction that releases a lot of heat.,b
science_v43,https://www.youtube.com/watch?v=JZ-cF2PYY70,Science,Chemistry,Explanation,Was the experiment successful?,"Yes, she successfully burned the twenty dollar bill and she was happy.","No, because she found that she used the wrong liquid to soak the bill.","No, becasue the flame on the bill also burned her hands.","No, becasue she doesn't mean to really burn the bill but showing a trick without destroying it.",d
science_v43,https://www.youtube.com/watch?v=JZ-cF2PYY70,Science,Chemistry,Explanation,What could be the main cause leading to the failure?,She didn't protect herself with glasses.,She used a metal clamp instead of her hands to hold the bill.,She used a twenty dollar bill but she should have used a hundred one to make it more surprising.,Part of the edge was not submerged into the liquid so the flame continued to smolder.,d
science_v43,https://www.youtube.com/watch?v=JZ-cF2PYY70,Science,Chemistry,Domain Expertise,"Given that the bill wouldn't be burned at all if the experiment were successful, why is that?",The liquid was just water.,The mixture of alcohol and water provides a special protection to the bill.,"The alcohol burns and the fire heats up water into vapor, which takes most of the heat released.",The fire is special with a temperature below the ignition point.,c
science_v44,https://youtube.com/shorts/PQwzixRHblQ?si=mUOm0nl1ZX9bJUNt,Science,Biology,Explanation,"In an egg cell, how many copies of X chromosome are inactive?",Zero.,One.,Two.,Three.,b
science_v44,https://youtube.com/shorts/PQwzixRHblQ?si=mUOm0nl1ZX9bJUNt,Science,Biology,Explanation,"In the video, where does the pink X chromosome and the blue X chromosome come from for a cell?",Both come from mom.,The pink one comes from mom while the blue one comes from dad.,The pink one comes from dad while the blue one comes from mom.,Both come from dad.,b
science_v45,https://youtube.com/shorts/c5SARNSBcOo?si=UjMQmgDG2E_viEwe,Science,Biology,Explanation,Which claim is correct?,The green grid shows the potential phenotypes of the rabbits' offsprings.,"The ""B"" denotes brown because the BB rabbit is brown.",The rabbits' offsprings could be either white or brown.,The top genetics on the square come from the white rabbit.,a
science_v45,https://youtube.com/shorts/c5SARNSBcOo?si=UjMQmgDG2E_viEwe,Science,Biology,Domain Expertise,What could be the outcome if the brown rabbit has a heterozygous genotype?,Their offsprings have 1/4 probability to be brown and 3/4 probability to be white.,Their offsprings have 3/4 probability to be brown and 1/4 probability to be white.,Their offsprings have 1/2 probability to be brown and 1/2 probability to be white.,All offsprings will still be brown.,c
science_v46,https://www.youtube.com/shorts/IZHhkx_SezE,Science,Biology,Explanation,Which of the following is the correct order of the changes happened to the tadpole?,Eyes become visible -> hind legs grow -> fore legs grow -> tail disappear.,Hind legs grow -> eyes become visible -> fore legs grow -> tail disappear.,Eyes become visible -> fore legs grow -> hind legs grow -> tail disappear.,Eyes become visible -> hind legs grow -> tail disappear -> fore legs grow.,a
science_v46,https://www.youtube.com/shorts/IZHhkx_SezE,Science,Biology,Domain Expertise,Which of the following sets of changes have happened to the tadpole?,Stronger fore legs than hind legs; color fromo black to green.,Color from black to transparent; bigger stomach.,Color from black to green; gill breathing to lung breathing.,Color from black to green; lung breathing to gill breathing.,c
science_v47,https://www.youtube.com/shorts/Kj1RNhs6lcw,Science,Biology,Explanation,Which of the following is the correct order of the changes happened to the caterpillar?,It sheds its skin from head to back -> it shakes to get rid of the skin -> it stays and wait for the casing to harden.,It sheds its skin from back to head -> it shakes to get rid of the skin -> it stays and wait for the casing to harden.,It shakes to get rid of the skin -> it sheds its skin from head to back -> it stays and wait for the casing to harden.,It stays and wait for the casing to harden -> it sheds its skin from head to back -> it shakes to get rid of the skin.,a
science_v47,https://www.youtube.com/shorts/Kj1RNhs6lcw,Science,Biology,Domain Expertise,Which of the following is correct?,The green color shows that the outer casing is softer than the dark skin.,It shakes to celebrate the success of shedding skins off.,The green casing will gets drier and harden in the following time.,It attaches to the branch using its black needle at the back of its body.,c
science_v48,https://www.youtube.com/shorts/Kj1RNhs6lcw,Science,Biology,Explanation,What are the typical features of cicada known for?,stocky body.,broad head.,membranous wings.,all of above.,d
science_v48,https://www.youtube.com/shorts/Kj1RNhs6lcw,Science,Biology,Explanation,What can you tell about the cicada in the video?,It is about 10-17 years old.,There is a crack on its back when it starts the metamorphosis.,The wings gets more blue when it gets harden.,"After it breaks out of the shell, it hugs the shell to take it away.",b
science_v49,https://www.youtube.com/shorts/fzm9PBlVlV0,Science,Geography,Explanation,Which describes a correct change of the evolution?,The nostrils turn from pointing downward to pointing forward.,The bridge of the nose gets higher.,The mouth gets protruding.,The cheeckbones protrudes more outside.,b
science_v49,https://www.youtube.com/shorts/fzm9PBlVlV0,Science,Geography,Explanation,What can you tell about the evolution process?,Our mouth becomes less protruding because eating requires less efforts after humans learn cooking.,The nostrils pointing forward to smell father.,Humans get higher forehead because humans get taller.,Humans grow mustache to protect the mouth.,a
